,0
430,"{'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('in', 0.02979810730689823), ('cell', 0.8812255685670194), ('culture', 0.4339356457091227), (',', 0.03964103015863149), ('the', 0.04328745063904167), ('compound', -0.009517390171427016), ('31', 0.008486106086712164), ('##7', 0.012126739854547727), ('##6', 0.04159558688631637), ('##15', 0.018067099800905505), ('2', 0.00209655865175048), ('##h', 0.02024101235625634), ('##c', 0.00757012238926164), ('##l', 0.027790230513206976), (',', 0.009134229511563587), ('a', 0.02181395122732018), ('potent', 0.01662544274556772), ('inhibitor', 0.014452058713246596), ('of', 0.029557832943508434), ('ve', 0.00931698090926095), ('##g', 0.008698605872749577), ('##f', 0.004437377608211608), ('-', 0.01418928730571381), ('stimulate', 0.025274591163464633), ('##d', 0.01841264552250375), ('h', 0.0027243856219649333), ('##uve', 0.0020541130517335512), ('##c', 0.010330426628267789), ('proliferation', 0.0038797108216561266), (',', 0.00514754171182567), ('was', 0.01482123792126424), ('not', 0.006862517581997734), ('very', 0.013839478276923042), ('effective', 0.017979741063961736), ('against', 0.024950374585606398), ('m', 0.007260294881451792), ('##x', 0.013364306940343565), ('-', 0.0261572969251401), ('1', 3.980514306123869e-07), ('breast', -0.037939689655408795), ('cancer', -0.009923501810631064), ('cells', 0.06525653564860659), ('(', 0.017432680893731758), ('i', 0.014847819138692094), ('##c', 0.023901520775083177), ('##50', 0.01821682590042002), ('=', 0.015482526309997073), ('8', 0.019166416001212393), ('.', 0.014052120323025495), ('1', 0.02799763875435696), ('micro', 0.01358252117796325), ('##m', 0.03596972012494262), (')', 0.02439175429379835), ('or', 0.01045892409731333), ('s', 0.011082402459085254), ('##kov', 0.00463221983412616), ('-', 0.020275338840036787), ('3', 0.005628634497844519), ('o', -0.002177505742100329), ('##var', 0.0030304642201861216), ('##ian', -0.004033149864227254), ('car', 0.006900818432903419), ('##cin', 0.011141693579070853), ('##oma', 0.00010273696514457713), ('cells', 0.042598707953095456), ('(', 0.024265911788459594), ('i', 0.020955170651054345), ('##c', 0.025929008005291052), ('##50', 0.03115712800700426), ('=', 0.04901989199640249), ('9', 0.027478125602467006), ('.', 0.03692971183745649), ('5', 0.009119903232898486), ('micro', 0.0035012506894737576), ('##m', 0.023474422568717294), (')', 0.001127311454196133), ('.', 0.0003132771738328557), ('[SEP]', 0.0)]}, 'h': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('in', 0.011372836360385961), ('cell', 0.03757549678612474), ('culture', 0.028440106766046632), (',', 0.015399363128252517), ('the', 0.023631570531366344), ('compound', -0.0009791483570788472), ('31', 0.00598569756834677), ('##7', 0.011199105282813683), ('##6', 0.01950215337686745), ('##15', 0.02625325007727891), ('2', 0.008595098872214452), ('##h', 0.02471686202883227), ('##c', 0.015557589855253325), ('##l', 0.038994505724231465), (',', 0.007121208244755876), ('a', 0.04381221477555056), ('potent', 0.01927513605370265), ('inhibitor', 0.02594480604225453), ('of', 0.007630541804792928), ('ve', 0.023346147928915754), ('##g', 0.06723406184641387), ('##f', 0.034957226129519826), ('-', 0.07160131018645574), ('stimulate', 0.15209950331461194), ('##d', 0.012696655247544698), ('h', 0.03724738599919184), ('##uve', -0.39495042475655434), ('##c', 0.47565735284947125), ('proliferation', 0.7296669189353338), (',', 0.03382807303331789), ('was', 0.0021688014671510914), ('not', 0.019984968762581348), ('very', 0.021501171722017296), ('effective', 0.02272879329077996), ('against', 0.01752560180482241), ('m', 0.021144243088740175), ('##x', 0.0032793467306178312), ('-', 0.009280279180023039), ('1', -0.0368334393432072), ('breast', -0.061224170070678416), ('cancer', -0.04905419756659078), ('cells', 0.10896790396240853), ('(', 0.02900571005502102), ('i', 0.04318828319047817), ('##c', 0.025164471782676816), ('##50', 0.036498682143790005), ('=', 0.023170598612821044), ('8', 0.024031681623101084), ('.', 0.014021194685263718), ('1', 0.02889197455132493), ('micro', 0.015162332644353094), ('##m', 0.03779152907918684), (')', 0.053300930032144145), ('or', 0.014105757562447542), ('s', 0.01753617269839679), ('##kov', 0.0020631469374388887), ('-', 0.015943672197508894), ('3', 0.003619509197489188), ('o', -0.011747896459842684), ('##var', -0.0008647576883416342), ('##ian', -0.003334197190077858), ('car', -0.010308823135521158), ('##cin', -0.002981960811406532), ('##oma', -0.0031618416326150024), ('cells', -5.90917545441596e-05), ('(', 0.012889074362738546), ('i', 0.039259164129443185), ('##c', -0.001632249810718328), ('##50', 0.013782139652203053), ('=', 0.029740749604274183), ('9', 0.012549103578320514), ('.', 0.008949407336591452), ('5', 0.01919651062179083), ('micro', 0.008434818589271401), ('##m', 0.024625968617030137), (')', 0.009318563674568665), ('.', -0.008162507019201765), ('[SEP]', 0.0)]}, 'm': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('in', 0.013242178751032204), ('cell', 0.0255529914332778), ('culture', 0.023440685587810282), (',', 0.00980834201219467), ('the', 0.02472552932657725), ('compound', 0.00233680011161936), ('31', 0.015960890612700097), ('##7', 0.023517557173849186), ('##6', 0.021757787605026783), ('##15', 0.01967070508866039), ('2', 0.00276147911469726), ('##h', 0.028405569915896496), ('##c', 0.011268646285863255), ('##l', 0.02709303452994045), (',', 0.01877704736263382), ('a', 0.041088801764754816), ('potent', 0.01969951038731131), ('inhibitor', 0.030032116096889615), ('of', 0.02329485021941699), ('ve', 0.00989961981796945), ('##g', 0.008005736164501528), ('##f', 0.013230519557463807), ('-', 0.016687119108567048), ('stimulate', 0.03278311215926608), ('##d', 0.014135908569459954), ('h', 0.01528470717772185), ('##uve', -0.0026233975169733205), ('##c', 0.013866498136704904), ('proliferation', 0.029592770250390747), (',', 0.01671662883410611), ('was', 0.029144481390151838), ('not', 0.05020957084343022), ('very', 0.01565752698852659), ('effective', 0.04533306619597068), ('against', 0.10700855310762529), ('m', 0.07881818868080823), ('##x', 0.1833997437053117), ('-', 0.6154803705182162), ('1', 0.4592408067587417), ('breast', 0.12181079856231272), ('cancer', 0.1500337733610538), ('cells', 0.5224190777648515), ('(', 0.05850154677304863), ('i', 0.0557864888820712), ('##c', 0.03989628672350497), ('##50', 0.0284362590047952), ('=', 0.029278933794359658), ('8', 0.04497852338582043), ('.', 0.016234426678059737), ('1', 0.02699145076810612), ('micro', 0.012993504453430478), ('##m', 0.02229078968112192), (')', 0.012194350430161547), ('or', 0.02325110461092661), ('s', 0.019180983847407067), ('##kov', -0.0008371670826042576), ('-', 0.06599365025170421), ('3', 0.027527851947455835), ('o', 0.007542022267527958), ('##var', 0.004999063858024602), ('##ian', -0.0006329681358190423), ('car', -0.00013267216120745601), ('##cin', -0.0025609089335354844), ('##oma', 0.010144961091761086), ('cells', 0.042354134451141424), ('(', 0.022581715836236575), ('i', 0.030307222404791993), ('##c', 0.02794293623102047), ('##50', 0.012433211046952736), ('=', 0.02586372122005109), ('9', 0.04006376370814479), ('.', 0.03121536853847618), ('5', 0.041404024540499046), ('micro', 0.01545110363544116), ('##m', 0.026694219069045334), (')', 0.01844964822826579), ('.', 0.0029846735506492725), ('[SEP]', 0.0)]}, 's': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('in', 0.019622782648335273), ('cell', 0.02771151348053767), ('culture', 0.024606303747630735), (',', 0.013851455870560738), ('the', 0.024841451138421088), ('compound', 0.013441436896311965), ('31', 0.004667268461152582), ('##7', 0.014556549822975483), ('##6', 0.022388049701842702), ('##15', 0.019894001129502136), ('2', 0.0022202579031294907), ('##h', 0.019876492270074802), ('##c', 0.0011360167630039715), ('##l', 0.03250124962029338), (',', 0.01728332558339746), ('a', 0.03282119425098079), ('potent', 0.019567273457362852), ('inhibitor', 0.015929133601270417), ('of', 0.0135710508970114), ('ve', 0.0049812423333253815), ('##g', -0.0010716134042278373), ('##f', 0.003391785113418925), ('-', 0.009469207009926352), ('stimulate', 0.021059021751407073), ('##d', 0.007530244691497804), ('h', 0.004218488797837006), ('##uve', 0.0001679785459192356), ('##c', 0.0006995462005546357), ('proliferation', 0.03364381718034032), (',', 0.008910129818388074), ('was', 0.02173819942839388), ('not', 0.029047729508126032), ('very', 0.019796977298203417), ('effective', 0.01093804217785248), ('against', 0.01563417121249115), ('m', -0.015789881524357563), ('##x', 0.04394978014713575), ('-', 0.1347814344314491), ('1', 0.06885616663895212), ('breast', -0.03812106517694431), ('cancer', -0.022729439062488282), ('cells', 0.09230071056841756), ('(', 0.024417370160304087), ('i', 0.030966062101521554), ('##c', 0.031129051650228015), ('##50', 0.036310268372313395), ('=', 0.027623727172572547), ('8', 0.02544020472756496), ('.', 0.0010955548057725876), ('1', 0.01875836052088722), ('micro', 0.0274661676142564), ('##m', 0.03329029869901212), (')', -0.005956881971226249), ('or', 0.1315778978435316), ('s', 0.2135460480739407), ('##kov', -0.046649897216861365), ('-', 0.8013557228857274), ('3', 0.4341402996795979), ('o', 0.0634734806151673), ('##var', 0.03867985573174587), ('##ian', 0.013925182141789361), ('car', 0.013339858066148945), ('##cin', 0.014366391705175962), ('##oma', 0.03444839565178739), ('cells', 0.17551654040501236), ('(', 0.02904269383591488), ('i', 0.03008143409847699), ('##c', 0.0282736783509831), ('##50', 0.02349383594367053), ('=', 0.040401083370843666), ('9', 0.034373272309107236), ('.', 0.018789588938252094), ('5', 0.035289049647303374), ('micro', 0.0320876829808837), ('##m', 0.042706971581144434), (')', 0.033820252259528165), ('.', 0.010553701628951521), ('[SEP]', 0.0)]}, '[SEP]': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('in', -0.01233356463208412), ('cell', 0.09625002913832924), ('culture', 0.095966361808917), (',', 0.02394806911000173), ('the', 0.00318977980588504), ('compound', 0.00880180808394129), ('31', 0.06214091805015136), ('##7', 0.03832252706645784), ('##6', 0.10196387526945476), ('##15', 0.021387251239266186), ('2', 0.008029989823138852), ('##h', -0.01933518904050855), ('##c', 0.03578710920479801), ('##l', -0.08025448539447941), (',', 0.014124524961310888), ('a', 0.06250127008346704), ('potent', -0.0512820819930799), ('inhibitor', 0.02179797956006913), ('of', 0.007356872851402302), ('ve', 0.0806408639632612), ('##g', 0.10697705905635624), ('##f', 0.06160214457529277), ('-', 0.013765324771661319), ('stimulate', 0.0436199215306625), ('##d', 0.01455479498301286), ('h', 0.016929976470204097), ('##uve', -0.29778749707234675), ('##c', 0.2551572085225129), ('proliferation', 0.38190317338612295), (',', 0.04055015663616226), ('was', -0.004382834669124295), ('not', 0.03164193190669123), ('very', 0.015415353565291024), ('effective', 0.0036115576460404816), ('against', -0.0007389778301758181), ('m', 0.03935132400347333), ('##x', 0.09919510096980574), ('-', 0.04860817469995016), ('1', 0.01589195524872379), ('breast', -0.053712611595901315), ('cancer', -0.05264450324158731), ('cells', 0.20980951496098701), ('(', 0.06593578743391577), ('i', 0.1106857720140377), ('##c', 0.12953590290296652), ('##50', 0.23231761549230517), ('=', 0.1845731902157493), ('8', 0.02729281539618594), ('.', 0.016079201486902325), ('1', 0.16486802081372537), ('micro', 0.07945603494631612), ('##m', 0.04695641696669789), (')', 0.08079669643368788), ('or', 0.20245466402506312), ('s', 0.06817656201003237), ('##kov', -0.06708964337870917), ('-', 0.06634292667416442), ('3', 0.16679045547793564), ('o', 0.043823111110218735), ('##var', 0.03450684372535569), ('##ian', 0.07336272632238557), ('car', -0.01090309750245848), ('##cin', -0.005374661948974382), ('##oma', 0.0607140491279431), ('cells', 0.21048740711535288), ('(', 0.13471085064652558), ('i', 0.16597266589469734), ('##c', 0.16050625564464988), ('##50', 0.2338838615712058), ('=', 0.18290127035922407), ('9', 0.08176967787205543), ('.', 0.014092671926969991), ('5', 0.15842146828772996), ('micro', 0.21924080953411107), ('##m', -0.0876040091045757), (')', 0.08498661581630916), ('.', -0.01866436213321768), ('[SEP]', 0.0)]}}"
431,"{'tumor': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('these', 0.010001321482653784), ('results', 0.027856379611055682), ('highlight', -0.014325866606490984), ('the', 0.02857909659704594), ('importance', 0.03779887869723039), ('of', 0.028553364378929313), ('se', 0.017694542393767394), ('##len', 0.011644116013523609), ('##oper', 0.038472593348993146), ('##ox', 0.022229449816166914), ('##idas', 0.02637985874138194), ('##e', 0.04956204206294831), ('action', 0.03742391900279959), ('in', 0.024812495243205994), ('the', 0.025194074579661534), ('g', -0.017460613741564456), ('##lut', 0.02438860267824353), ('##ath', -0.017389862706438254), ('##ione', 0.01335169275768525), ('cycle', 0.03509722643331281), ('as', 0.011394552868349781), ('a', 0.05159712445769743), ('means', 0.005389795689584778), ('by', 0.016877970900865572), ('which', 0.14792309581191393), ('tumor', 0.7830148617381687), ('cells', 0.5806567721721425), ('cope', 0.022336501109953125), ('with', 0.08215292717446293), ('h', 0.0035497697378326044), ('##ydro', 0.020608790375922333), ('##per', 0.008268159497419847), ('##oxide', 0.010107166050508053), ('stress', 0.04305108096447861), ('.', 0.0069635895899157986), ('[SEP]', 0.0)]}}"
432,{}
433,"{'n': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('2', -0.03001672116062455), ('##g', 0.04723697162396802), ('##7', 0.06528068729363007), ('did', 0.06900596214363255), ('not', 0.1092626171390729), ('in', 0.05587614261244886), ('##hibit', 0.054177551337271465), ('m', 0.020718537708049375), ('##da', 0.03413532741153701), ('-', 0.019139813840207968), ('231', 0.029272148275088544), ('primary', 0.04896271129543764), ('tumor', 0.03312441941068392), ('or', 0.04230825479100363), ('meta', 0.029284973230734496), ('##sta', 0.012523125078503712), ('##ses', 0.01303174369127528), ('formation', 0.03503537837559418), (',', 0.007873058879384151), ('nor', 0.03296675354547291), ('did', 0.09149713289166592), ('it', -0.04427188119255931), ('stimulate', 0.09203256626095437), ('n', 0.34690081353763613), ('##k', 0.7845132649063429), ('cell', 0.36639477923127534), ('-', 0.21931417940687525), ('mediated', 0.09755331607750012), ('c', 0.013846009687013137), ('##yt', -0.026422567059902872), ('##oto', 0.030549978092352992), ('##xi', 0.009078050205638781), ('##city', -0.004077019229125906), ('in', 0.03982630776584942), ('be', 0.009310088145448765), ('##ige', 0.018528826222343538), ('n', 0.04179561508846009), ('##k', 0.038738101469085955), ('-', 0.04076918218742259), ('def', 0.02116986427981065), ('##icient', 0.018622761399932995), ('nude', -0.021765091148877747), ('mice', 0.03893947658714867), ('.', 0.009457723262040798), ('[SEP]', 0.0)]}}"
434,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('bag', 0.02686370881011896), ('-', 0.007971922251040351), ('1', -0.04547263293657033), ('is', 0.04210474581520903), ('expressed', 0.010471232862922782), ('u', 0.022183991202351306), ('##bi', 0.02439510792877589), ('##quito', 0.008098063347449344), ('##us', 0.015934796857167075), ('##ly', 0.0835695469466897), ('in', -0.004137297817234885), ('human', 0.10838496239609104), ('cells', 0.9754479935255297), ('as', 0.11957516726345747), ('three', 0.006248156683405653), ('major', -0.007090478554270772), ('is', 0.0011858575770366604), ('##of', 0.02881468631333108), ('##orms', 0.011278046045027522), ('of', 0.0358158626068065), ('50', -0.0005329292273797829), ('k', 0.009422888219645851), ('##da', 0.008057624051286863), ('(', 0.01066854125520133), ('bag', 0.016485286104001132), ('-', 9.29739321729228e-05), ('1', -0.004037388939484605), ('##l', 0.0075960086003885345), (')', 0.015109931948660801), (',', 0.0015138213312421457), ('46', 0.000766841086247), ('k', 0.002775154764123346), ('##da', 0.011402282115741753), ('(', 0.007085220146453663), ('bag', 0.015628626174167364), ('-', 0.01554527271291736), ('1', 0.014381543151175605), ('##m', 0.028187489593554906), (')', 0.019246747268155614), ('and', 0.024856083334037344), ('36', -0.0016804146296922025), ('k', 0.011113005514474396), ('##da', 0.027885228345579348), ('(', 0.015049178947194111), ('bag', 0.00800760347577653), ('-', 0.01428406017808338), ('1', 0.016588918124354195), ('##s', 0.018100960960746048), (')', 0.02409448195954001), ('from', 0.006356971029392256), ('a', 0.019422686547236605), ('single', -0.0054625895666559265), ('m', 0.012926094573554123), ('##rna', 0.015537894109742835), ('.', -0.005949663047490096), ('[SEP]', 0.0)]}}"
435,{}
436,{}
437,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('t', 0.018152604837849397), ('##g', 0.00657775910293405), ('##f', 0.026277350435394038), ('##bet', 0.01657632322189076), ('##a', 0.01987732822102433), ('##1', -0.001583838325511589), ('was', 0.04237389423550922), ('initially', 0.03656191470326589), ('identified', 0.010165884506277941), ('in', 0.03301437715305584), ('culture', 0.08691810716687304), ('media', 0.06267788793788585), ('from', -0.07661776589230615), ('transformed', 0.2855976514863974), ('cells', 0.9137020841723922), ('as', 0.12300149161089989), ('part', 0.02215761966147062), ('of', -0.00698565304976701), ('a', 0.07324577781517745), ('factor', 0.03865932403959543), ('that', 0.05404030340076415), ('could', 0.018208669289969292), ('produce', 0.029267368283501988), ('a', 0.024978525321102042), ('transformed', 0.0147511022491032), ('p', 0.026580479746582293), ('##hen', 0.023167785919886674), ('##otype', 0.020011293063157576), ('in', 0.006122561740055162), ('a', 0.028490414906433358), ('non', 0.011550221071562212), ('##tra', -0.019168672623705453), ('##ns', 0.01996484960033388), ('##formed', 0.09042464836573648), ('cell', 0.1422637769337245), ('line', -0.027636531617729682), ('.', -0.010829810052759499), ('[SEP]', 0.0)]}, 'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('t', 0.015939868729780055), ('##g', 0.011745253599278829), ('##f', 0.015877295319302383), ('##bet', 0.02982497785111911), ('##a', 0.024501852752562156), ('##1', 0.016640621390074547), ('was', 0.021306195454542976), ('initially', 0.02366574106332575), ('identified', 0.012704973508225437), ('in', 0.014490971980883295), ('culture', 0.03930449099435356), ('media', 0.014844627660141928), ('from', -0.031440829503749185), ('transformed', 0.03893475507877143), ('cells', 0.08401457248087449), ('as', 0.013266101714293075), ('part', -0.009253852002630866), ('of', 0.00771074146648312), ('a', 0.03434724582144335), ('factor', 0.030603060565341574), ('that', 0.03939103725304205), ('could', -0.0001935458740371937), ('produce', 0.02658982080537273), ('a', 0.010086874226586261), ('transformed', -0.0009811796024776756), ('p', 0.029833823863796776), ('##hen', 0.043512012378016406), ('##otype', 0.048765392410609405), ('in', -0.0005488086961283444), ('a', 0.013180955342463926), ('non', 0.05166787671402217), ('##tra', -0.011140795283828286), ('##ns', -0.0031472972826009997), ('##formed', 0.1578273358659768), ('cell', 0.9507894992360747), ('line', 0.18857254610995913), ('.', 0.086417653354482), ('[SEP]', 0.0)]}}"
438,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('in', 0.04072830133978587), ('these', 0.0598845480956607), ('cells', 0.9522307854211859), (',', 0.25141645408877084), ('s', 0.08693885769047215), ('##d', 0.04566522707641328), ('##f', 0.0436804871400727), ('-', 0.05028197546076187), ('1', -0.010212244420206849), ('##al', 0.012609032397916867), ('##pha', 0.02145668329789183), ('-', 0.03496414947850365), ('induced', 0.022328986045829245), ('migration', -0.005704123974223847), ('was', 0.02597137089171952), ('observed', 0.022962858460518605), ('and', 0.023364870844416026), ('was', 0.024939334529279936), ('blocked', 0.024693724056816017), ('by', 0.025914688454567004), ('am', 0.021156484263081518), ('##d', 0.023589861454574607), ('##31', 0.005886441394723947), ('##00', 0.011645419707550652), (',', 0.008907613855130744), ('a', 0.0310642876964055), ('specific', 0.02294437647014097), ('inhibitor', 0.026483628724177154), ('of', 0.03080256809649491), ('c', -0.001525864953072666), ('##x', 0.0019408143301095154), ('##c', -0.005874045296156907), ('##r', 0.012377935506753795), ('##4', 0.00036133871245898943), ('.', 0.0019577931817111546), ('[SEP]', 0.0)]}}"
439,"{'mon': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('previously', -0.006939760795915677), (',', 0.008516550423932304), ('we', 0.03427493576646432), ('reported', -0.00991054975205825), ('that', 0.038914367660537505), ('in', 0.0403920083669644), ('v', 0.05989867797442713), ('##it', 0.030502182382200642), ('##ro', 0.010541548380651886), ('m', 0.023066112430008313), ('-', 0.08131181936874637), ('c', 0.022169780624369986), ('##s', 0.0062171538352545925), ('##f', 0.03001730739430375), ('induce', 0.028736882689127104), ('##s', 0.012813581370638412), ('the', 0.03044739398831029), ('expression', 0.03993199967435845), ('of', 0.019326532565093205), ('biological', 0.000683395856364747), ('##ly', 0.02785874793835385), ('-', 0.011284415384909837), ('active', 0.03619812121897607), ('ve', 0.02034938824592024), ('##g', 0.027666185627376598), ('##f', 0.05993059123381072), ('from', 0.12775062989823638), ('human', 0.2868539454429409), ('mon', 0.298676870157508), ('##ocytes', 0.883848723541481), ('.', 0.04882509745196133), ('[SEP]', 0.0)]}}"
440,"{'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.013580399899072417), ('functional', 0.05112084713940825), ('benefit', 0.05048442949624121), ('of', 0.03184858932539095), ('cell', 0.30966275103638236), ('transplant', 0.11409875838955762), ('##ation', 0.08627252242120263), ('after', 0.06218862250909779), ('a', 0.030832832073099444), ('my', 0.024419228692618807), ('##oc', 0.021215410683542876), ('##ard', 0.019294529188330054), ('##ial', 0.027405730857903432), ('in', 0.011959878923474644), ('##far', -0.0149960509839782), ('##ction', 0.06544631758887401), ('is', 0.03943112374532779), ('diminished', -0.0038932781569317506), ('by', 0.011406576172791635), ('early', 0.08842495342363701), ('cell', 0.9096044256517649), ('losses', -0.16579973037617757), ('.', 0.03548151170233446), ('[SEP]', 0.0)]}, '[SEP]': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', -0.029578874988058366), ('functional', 0.14816440899300282), ('benefit', 0.21530299909836184), ('of', 0.04678287661505085), ('cell', 0.44504524327764305), ('transplant', 0.16619185496491665), ('##ation', 0.17620622047904355), ('after', 0.11026243187533048), ('a', 0.09492160303631803), ('my', -0.011601515299054992), ('##oc', -0.045131938251384285), ('##ard', 0.22755839791883786), ('##ial', 0.3714053363568284), ('in', -0.010176945719592512), ('##far', -0.024790671796981568), ('##ction', 0.0870402038397622), ('is', 0.21628733598723054), ('diminished', 0.09309250871310065), ('by', 0.10927478003387711), ('early', 0.1681337684731044), ('cell', 0.3627308742901457), ('losses', -0.4723302124131223), ('.', -0.014510885976187061), ('[SEP]', 0.0)]}}"
441,{}
442,{}
443,"{'end': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('objective', 0.006955820987286239), (':', 0.005769719852957067), ('to', 0.03385352577710225), ('study', 0.019686391308224267), ('the', 0.03148790377028476), ('activation', 0.046326427862576736), ('of', 0.04642514926257367), ('s', 0.05085961220038693), ('##tero', 0.050603419664299126), ('##l', 0.07086408309652874), ('regulatory', 0.025867685906709154), ('element', 0.03339658098230705), ('binding', 0.03178583575449962), ('protein', 0.07085664874172706), ('(', 0.029047734038559352), ('s', 0.05125037628546991), ('##re', 0.026098577963439583), ('##b', 0.024818898291895656), ('##p', 0.038842711306833616), (')', 0.04857848959972838), ('and', 0.018158170431795698), ('its', 0.06317176375504742), ('critical', 0.0439618846973013), ('role', 0.09764289884312431), ('in', 0.10009772928942685), ('end', 0.16592061215497006), ('##oth', 0.24092176626102813), ('##eli', 0.21014404325729363), ('##al', 0.15876586626439432), ('cell', 0.8649098879267975), ('migration', 0.1939023612359046), ('.', 0.007552956576366846), ('[SEP]', 0.0)]}}"
